ID,date,endVZA,LAI_LXG1,baseline_LAI,LAI_LXG1_nowood
LT43,2024-09-20,50,4.4605263157894735,0.7454545454545454,3.7150717703349283
LT43,2024-09-20,60,4.012987012987013,0.7457627118644068,3.2672243011226065
LT43,2024-09-20,70,3.5555555555555554,0.8135593220338984,2.741996233521657
LT43,2024-09-20,80,3.2839506172839505,0.7903225806451613,2.493628036638789
LT43,2024-09-20,90,2.8658536585365857,0.7343749999999999,2.1314786585365857
LT24,2024-09-20,10,7.288461538461538,0.65,6.638461538461538
LT24,2024-09-20,20,6.507936507936507,0.6666666666666666,5.84126984126984
LT24,2024-09-20,30,5.671428571428572,0.627906976744186,5.043521594684385
LT24,2024-09-20,40,5.026666666666666,0.6,4.426666666666667
LT24,2024-09-20,50,4.679487179487179,0.7254901960784313,3.9539969834087474
LT24,2024-09-20,60,4.073170731707317,0.7962962962962963,3.276874435411021
LT24,2024-09-20,70,3.734939759036145,0.7586206896551725,2.9763190693809722
LT24,2024-09-20,80,3.369047619047619,0.7704918032786885,2.598555815768931
LT24,2024-09-20,90,2.988095238095238,0.7460317460317459,2.242063492063492
LT54,2024-09-20,10,5.148148148148147,0.625,4.523148148148147
LT54,2024-09-20,20,5.612903225806452,1.75,3.862903225806452
LT54,2024-09-20,30,5.999999999999999,1.7708333333333333,4.229166666666666
LT54,2024-09-20,40,5.835820895522388,1.607142857142857,4.228678038379531
LT54,2024-09-20,50,5.169014084507042,1.4745762711864407,3.6944378133206013
LT54,2024-09-20,60,4.808219178082192,1.4666666666666668,3.341552511415525
LT54,2024-09-20,70,4.4799999999999995,1.403225806451613,3.0767741935483865
LT54,2024-09-20,80,4.064935064935065,1.34375,2.7211850649350646
LT54,2024-09-20,90,3.4999999999999996,1.265625,2.2343749999999996
LT41,2024-09-20,10,5.517241379310345,0.19999999999999998,5.317241379310345
LT41,2024-09-20,20,5.742857142857143,0.40816326530612246,5.33469387755102
LT41,2024-09-20,30,5.635135135135135,0.6153846153846154,5.01975051975052
LT41,2024-09-20,40,5.1866666666666665,1.1153846153846152,4.071282051282052
LT41,2024-09-20,50,5.093333333333333,1.4150943396226414,3.6782389937106914
LT41,2024-09-20,60,4.602564102564102,1.5357142857142856,3.0668498168498166
LT41,2024-09-20,70,4.222222222222221,1.6034482758620692,2.618773946360152
LT41,2024-09-20,80,3.8658536585365857,1.540983606557377,2.3248700519792087
LT41,2024-09-20,90,3.36144578313253,1.34375,2.01769578313253
LT23,2024-09-20,10,5.185185185185184,0.7999999999999999,4.385185185185184
LT23,2024-09-20,20,5.688524590163935,0.7096774193548387,4.978847170809096
LT23,2024-09-20,30,5.3538461538461535,0.5853658536585366,4.768480300187617
LT23,2024-09-20,40,4.7,0.5625000000000001,4.1375
LT23,2024-09-20,50,4.386666666666667,0.5283018867924528,3.858364779874214
LT23,2024-09-20,60,4.026315789473684,0.5087719298245614,3.5175438596491224
LT23,2024-09-20,70,3.628205128205128,0.6071428571428571,3.021062271062271
LT23,2024-09-20,80,3.2375,0.6440677966101696,2.5934322033898303
LT23,2024-09-20,90,2.8170731707317076,0.6290322580645161,2.1880409126671916
LT13,2024-09-20,10,5.76,0.47826086956521735,5.281739130434782
LT13,2024-09-20,20,5.270833333333333,0.39534883720930236,4.875484496124031
LT13,2024-09-20,30,4.157894736842106,0.4074074074074074,3.7504873294346988
LT13,2024-09-20,40,3.9696969696969697,0.4655172413793104,3.5041797283176592
LT13,2024-09-20,50,4,0.435483870967742,3.564516129032258
LT13,2024-09-20,60,3.8309859154929584,0.47619047619047616,3.354795439302482
LT13,2024-09-20,70,3.3947368421052633,0.5573770491803279,2.8373597929249352
LT13,2024-09-20,80,3.090909090909091,0.6,2.4909090909090907
LT13,2024-09-20,90,2.705128205128205,0.5873015873015873,2.1178266178266174
LT21,2024-09-20,10,9.662650602409638,3.5000000000000004,6.162650602409638
LT21,2024-09-20,20,7.591549295774648,3.2,4.391549295774648
LT21,2024-09-20,30,6.256756756756757,2.428571428571429,3.828185328185328
LT21,2024-09-20,40,5.630136986301371,1.8333333333333335,3.796803652968037
LT21,2024-09-20,50,5.025974025974026,1.711111111111111,3.314862914862915
LT21,2024-09-20,60,4.564102564102564,1.52,3.044102564102564
LT21,2024-09-20,70,4.194805194805195,1.490566037735849,2.704239157069346
LT21,2024-09-20,80,3.7564102564102564,1.3620689655172415,2.394341290893015
LT21,2024-09-20,90,3.253164556962025,1.1935483870967742,2.059616169865251
LT51,2024-09-20,10,7.047619047619048,0.5,6.547619047619048
LT51,2024-09-20,20,5.666666666666667,0.4473684210526316,5.219298245614035
LT51,2024-09-20,30,5.000000000000001,0.4444444444444444,4.555555555555556
LT51,2024-09-20,40,4.685714285714286,0.48333333333333334,4.2023809523809526
LT51,2024-09-20,50,4.5,0.5151515151515151,3.984848484848485
LT51,2024-09-20,60,4.211267605633803,0.6376811594202899,3.573586446213513
LT51,2024-09-20,70,3.9861111111111116,0.7611940298507462,3.224917081260365
LT51,2024-09-20,80,3.5270270270270268,0.7941176470588235,2.7329093799682034
LT51,2024-09-20,90,3.108108108108108,0.7761194029850746,2.3319887051230332
LT42,2024-09-20,10,4.854166666666667,8.296296296296296,0
LT42,2024-09-20,20,4.16,5.711538461538462,0
LT42,2024-09-20,30,3.7592592592592586,4.416666666666667,0
LT42,2024-09-20,40,3.55,3.2941176470588234,0.25588235294117645
LT42,2024-09-20,50,3.4393939393939394,2.6346153846153846,0.8047785547785549
LT42,2024-09-20,60,3.2985074626865667,2.0350877192982457,1.263419743388321
LT42,2024-09-20,70,3.028169014084507,1.7000000000000002,1.3281690140845068
LT42,2024-09-20,80,2.756756756756757,1.4444444444444444,1.3123123123123126
LT42,2024-09-20,90,2.44,1.28125,1.15875
LT33,2024-09-20,10,10.56521739130435,0.5652173913043478,10.000000000000002
LT33,2024-09-20,20,7.058823529411764,0.4571428571428572,6.601680672268906
LT33,2024-09-20,30,5.774647887323943,0.5333333333333333,5.24131455399061
LT33,2024-09-20,40,5.273972602739726,0.6875000000000001,4.586472602739726
LT33,2024-09-20,50,4.797297297297297,0.648148148148148,4.1491491491491495
LT33,2024-09-20,60,4.405405405405405,0.6101694915254238,3.7952359138799814
LT33,2024-09-20,70,3.9102564102564097,0.6949152542372882,3.2153411560191216
LT33,2024-09-20,80,3.5185185185185186,0.7213114754098361,2.7972070431086826
LT33,2024-09-20,90,3.1111111111111107,0.6984126984126984,2.412698412698412
LT31,2024-09-20,10,8.758064516129032,1.08,7.678064516129032
LT31,2024-09-20,20,6.766666666666667,1.0196078431372548,5.747058823529412
LT31,2024-09-20,30,5.838235294117647,1.2708333333333333,4.567401960784314
LT31,2024-09-20,40,5.573333333333333,1.1923076923076923,4.381025641025641
LT31,2024-09-20,50,5.226666666666667,1.0517241379310345,4.174942528735632
LT31,2024-09-20,60,4.947368421052631,1.1694915254237288,3.777876895628902
LT31,2024-09-20,70,4.454545454545455,1.2833333333333334,3.171212121212122
LT31,2024-09-20,80,4.078947368421053,1.2153846153846155,2.8635627530364376
LT31,2024-09-20,90,3.5064935064935066,1.106060606060606,2.4004329004329006
LT11,2024-09-20,10,9.914285714285715,0.6756756756756757,9.23861003861004
LT11,2024-09-20,20,7.225352112676057,0.6,6.625352112676057
LT11,2024-09-20,30,5.768115942028986,0.6938775510204083,5.074238391008578
LT11,2024-09-20,40,4.690140845070423,0.7843137254901961,3.905827119580227
LT11,2024-09-20,50,4.507462686567164,0.7758620689655173,3.731600617601647
LT11,2024-09-20,60,4.164179104477611,0.819672131147541,3.3445069733300703
LT11,2024-09-20,70,3.8260869565217397,0.8615384615384616,2.964548494983278
LT11,2024-09-20,80,3.422535211267606,0.8769230769230768,2.545612134344529
LT11,2024-09-20,90,2.9452054794520546,0.8059701492537313,2.139235330198323
LT12,2024-09-20,10,5.282608695652174,7.08,0
LT12,2024-09-20,20,5.902439024390244,6.707317073170732,0
LT12,2024-09-20,30,4.7727272727272725,5.142857142857143,0
LT12,2024-09-20,40,4.333333333333333,3.6511627906976747,0.6821705426356584
LT12,2024-09-20,50,3.7666666666666666,2.7727272727272725,0.9939393939393941
LT12,2024-09-20,60,3.538461538461538,2.1063829787234045,1.4320785597381334
LT12,2024-09-20,70,3.3043478260869565,1.7058823529411764,1.5984654731457801
LT12,2024-09-20,80,3.0714285714285716,1.3859649122807018,1.6854636591478698
LT12,2024-09-20,90,2.581081081081081,1.1639344262295082,1.417146654851573
LT32,2024-09-20,10,5.026315789473684,5.146341463414634,0
LT32,2024-09-20,20,5.2631578947368425,5.5576923076923075,0
LT32,2024-09-20,30,5.074626865671641,4.979166666666667,0.09546019900497438
LT32,2024-09-20,40,5.061538461538461,4.081632653061225,0.9799058084772367
LT32,2024-09-20,50,4.414285714285715,3.056603773584906,1.3576819407008087
LT32,2024-09-20,60,4.069444444444445,2.4545454545454546,1.61489898989899
LT32,2024-09-20,70,3.7222222222222228,1.966101694915254,1.7561205273069687
LT32,2024-09-20,80,3.3066666666666666,1.578125,1.7285416666666666
LT32,2024-09-20,90,2.871794871794872,1.338235294117647,1.5335595776772248
LT53,2024-09-20,10,8.9,0.4545454545454546,8.445454545454545
LT53,2024-09-20,20,6,0.6666666666666667,5.333333333333333
LT53,2024-09-20,30,6.375,0.5660377358490566,5.808962264150943
LT53,2024-09-20,40,5.619718309859156,0.5593220338983051,5.0603962759608505
LT53,2024-09-20,50,4.8933333333333335,0.564516129032258,4.3288172043010755
LT53,2024-09-20,60,4.381578947368421,0.5757575757575757,3.8058213716108455
LT53,2024-09-20,70,3.8249999999999997,0.6176470588235293,3.2073529411764703
LT53,2024-09-20,80,3.4625,0.6617647058823529,2.800735294117647
LT53,2024-09-20,90,3.0375,0.6376811594202899,2.39981884057971
LT34,2024-09-20,10,9.897058823529411,1.3181818181818181,8.578877005347593
LT34,2024-09-20,20,7.191176470588235,1.1304347826086956,6.060741687979539
LT34,2024-09-20,30,6.567164179104478,0.92,5.647164179104478
LT34,2024-09-20,40,5.685714285714286,0.9444444444444444,4.741269841269841
LT34,2024-09-20,50,4.9459459459459465,0.9107142857142857,4.035231660231661
LT34,2024-09-20,60,4.48051948051948,0.8333333333333334,3.647186147186147
LT34,2024-09-20,70,4.128205128205129,0.8,3.328205128205129
LT34,2024-09-20,80,3.782051282051282,0.8059701492537313,2.9760811327975505
LT34,2024-09-20,90,3.291139240506329,0.7536231884057972,2.5375160521005315
LT44,2024-09-20,10,5.8076923076923075,0.40909090909090906,5.398601398601398
LT44,2024-09-20,20,6.03030303030303,0.5277777777777778,5.502525252525253
LT44,2024-09-20,30,5.38235294117647,0.6829268292682927,4.699426111908178
LT44,2024-09-20,40,4.905405405405405,0.8222222222222222,4.083183183183183
LT44,2024-09-20,50,4.4743589743589745,0.8076923076923076,3.666666666666667
LT44,2024-09-20,60,4.153846153846154,0.7758620689655173,3.377984084880637
LT44,2024-09-20,70,3.973684210526316,0.7704918032786885,3.203192407247627
LT44,2024-09-20,80,3.5375,0.7777777777777778,2.7597222222222224
LT44,2024-09-20,90,3.15,0.75,2.4
LT64,2024-09-20,10,5.358974358974359,3.4285714285714284,1.9304029304029302
LT64,2024-09-20,20,6.763636363636364,3.4615384615384617,3.302097902097902
LT64,2024-09-20,30,6.107692307692308,3.4333333333333336,2.6743589743589746
LT64,2024-09-20,40,5.323943661971831,3.0000000000000004,2.3239436619718306
LT64,2024-09-20,50,5.042253521126761,2.9069767441860463,2.1352767769407146
LT64,2024-09-20,60,4.756756756756757,2.6470588235294117,2.1096979332273453
LT64,2024-09-20,70,4.533333333333333,2.527272727272727,2.0060606060606063
LT64,2024-09-20,80,4.123287671232877,2.3333333333333335,1.7899543378995433
LT64,2024-09-20,90,3.602739726027397,2.0701754385964914,1.5325642874309056
LT12,2024-09-30,10,4.957446808510639,7.08,0
LT12,2024-09-30,20,5.238095238095239,6.707317073170732,0
LT12,2024-09-30,30,4.297872340425532,5.142857142857143,0
LT12,2024-09-30,40,3.7321428571428563,3.6511627906976747,0.08098006644518163
LT12,2024-09-30,50,3.453125,2.7727272727272725,0.6803977272727275
LT12,2024-09-30,60,3.176470588235294,2.1063829787234045,1.0700876095118894
LT12,2024-09-30,70,2.9714285714285715,1.7058823529411764,1.2655462184873951
LT12,2024-09-30,80,2.6986301369863015,1.3859649122807018,1.3126652247055997
LT12,2024-09-30,90,2.410958904109589,1.1639344262295082,1.2470244778800808
LT31,2024-09-30,10,6.9,1.08,5.82
LT31,2024-09-30,20,4.4603174603174605,1.0196078431372548,3.4407096171802056
LT31,2024-09-30,30,3.9848484848484844,1.2708333333333333,2.7140151515151514
LT31,2024-09-30,40,3.8513513513513513,1.1923076923076923,2.6590436590436592
LT31,2024-09-30,50,3.7066666666666666,1.0517241379310345,2.6549425287356323
LT31,2024-09-30,60,3.6410256410256405,1.1694915254237288,2.4715341156019117
LT31,2024-09-30,70,3.4567901234567895,1.2833333333333334,2.1734567901234563
LT31,2024-09-30,80,3.4025974025974026,1.2153846153846155,2.187212787212787
LT31,2024-09-30,90,2.9615384615384617,1.106060606060606,1.8554778554778557
LT44,2024-09-30,10,4.306451612903226,0.40909090909090906,3.897360703812317
LT44,2024-09-30,20,3.895522388059701,0.5277777777777778,3.3677446102819233
LT44,2024-09-30,30,3.585714285714286,0.6829268292682927,2.902787456445993
LT44,2024-09-30,40,3.690140845070423,0.8222222222222222,2.867918622848201
LT44,2024-09-30,50,3.5263157894736845,0.8076923076923076,2.718623481781377
LT44,2024-09-30,60,3.4,0.7758620689655173,2.6241379310344826
LT44,2024-09-30,70,3.2207792207792205,0.7704918032786885,2.4502874175005322
LT44,2024-09-30,80,3.0769230769230766,0.7777777777777778,2.299145299145299
LT44,2024-09-30,90,2.7341772151898733,0.75,1.9841772151898733
LT42,2024-09-30,10,5.530612244897959,8.296296296296296,0
LT42,2024-09-30,20,4.326530612244898,5.711538461538462,0
LT42,2024-09-30,30,3.2758620689655173,4.416666666666667,0
LT42,2024-09-30,40,3.090909090909091,3.2941176470588234,0
LT42,2024-09-30,50,2.943661971830986,2.6346153846153846,0.3090465872156014
LT42,2024-09-30,60,2.7916666666666665,2.0350877192982457,0.7565789473684208
LT42,2024-09-30,70,2.684931506849315,1.7000000000000002,0.984931506849315
LT42,2024-09-30,80,2.5405405405405403,1.4444444444444444,1.096096096096096
LT42,2024-09-30,90,2.236842105263158,1.28125,0.955592105263158
LT14,2024-09-30,10,6.596153846153846,0.41935483870967744,6.176799007444169
LT14,2024-09-30,20,5.727272727272727,0.42857142857142855,5.298701298701298
LT14,2024-09-30,30,5.288135593220339,0.5,4.788135593220339
LT14,2024-09-30,40,4.909090909090909,0.4909090909090909,4.418181818181818
LT14,2024-09-30,50,4.661764705882352,0.4736842105263159,4.188080495356036
LT14,2024-09-30,60,4.338235294117647,0.5178571428571428,3.820378151260504
LT14,2024-09-30,70,3.9295774647887325,0.5396825396825398,3.3898949251061925
LT14,2024-09-30,80,3.540540540540541,0.6470588235294117,2.893481717011129
LT14,2024-09-30,90,3.121621621621622,0.6575342465753424,2.4640873750462795
LT21,2024-09-30,10,7.527777777777778,3.5000000000000004,4.027777777777777
LT21,2024-09-30,20,5.257575757575758,3.2,2.0575757575757576
LT21,2024-09-30,30,4.314285714285715,2.428571428571429,1.8857142857142861
LT21,2024-09-30,40,3.9577464788732395,1.8333333333333335,2.124413145539906
LT21,2024-09-30,50,3.8873239436619715,1.711111111111111,2.1762128325508607
LT21,2024-09-30,60,3.52,1.52,2
LT21,2024-09-30,70,3.3648648648648654,1.490566037735849,1.8742988271290164
LT21,2024-09-30,80,3.1052631578947367,1.3620689655172415,1.7431941923774952
LT21,2024-09-30,90,2.8157894736842106,1.1935483870967742,1.6222410865874364
LT62,2024-09-20,10,7.717391304347825,0.35000000000000003,7.367391304347826
LT62,2024-09-20,20,5.529411764705882,0.3870967741935484,5.142314990512334
LT62,2024-09-20,30,5.67741935483871,0.33333333333333337,5.344086021505377
LT62,2024-09-20,40,4.835616438356165,0.3548387096774194,4.480777728678746
LT62,2024-09-20,50,4.269230769230769,0.4153846153846154,3.853846153846154
LT62,2024-09-20,60,3.7848101265822787,0.45588235294117646,3.328927773641102
LT62,2024-09-20,70,3.4124999999999996,0.5223880597014925,2.890111940298507
LT62,2024-09-20,80,3.1794871794871793,0.5671641791044776,2.612323000382702
LT62,2024-09-20,90,2.794871794871795,0.5671641791044776,2.2277076157673177
LT33,2024-09-30,10,7.363636363636362,0.5652173913043478,6.798418972332015
LT33,2024-09-30,20,5.40625,0.4571428571428572,4.949107142857143
LT33,2024-09-30,30,4.211267605633803,0.5333333333333333,3.6779342723004698
LT33,2024-09-30,40,3.657894736842105,0.6875000000000001,2.970394736842105
LT33,2024-09-30,50,3.4342105263157894,0.648148148148148,2.7860623781676415
LT33,2024-09-30,60,3.155844155844156,0.6101694915254238,2.545674664318732
LT33,2024-09-30,70,2.9012345679012346,0.6949152542372882,2.2063193136639465
LT33,2024-09-30,80,2.72289156626506,0.7213114754098361,2.001580090855224
LT33,2024-09-30,90,2.4404761904761902,0.6984126984126984,1.7420634920634919
LT34,2024-09-30,10,9.35820895522388,1.3181818181818181,8.040027137042062
LT34,2024-09-30,20,6.030769230769231,1.1304347826086956,4.900334448160535
LT34,2024-09-30,30,5.181818181818182,0.92,4.261818181818182
LT34,2024-09-30,40,4.537313432835821,0.9444444444444444,3.592868988391376
LT34,2024-09-30,50,4.042857142857144,0.9107142857142857,3.132142857142858
LT34,2024-09-30,60,3.726027397260274,0.8333333333333334,2.8926940639269407
LT34,2024-09-30,70,3.6388888888888893,0.8,2.8388888888888895
LT34,2024-09-30,80,3.3561643835616444,0.8059701492537313,2.550194234307913
LT34,2024-09-30,90,2.945945945945946,0.7536231884057972,2.1923227575401487
LT13,2024-09-30,10,6.020833333333334,0.47826086956521735,5.542572463768116
LT13,2024-09-30,20,4.76,0.39534883720930236,4.364651162790698
LT13,2024-09-30,30,4.169491525423729,0.4074074074074074,3.762084118016322
LT13,2024-09-30,40,4.03125,0.4655172413793104,3.5657327586206895
LT13,2024-09-30,50,3.876923076923077,0.435483870967742,3.441439205955335
LT13,2024-09-30,60,3.609375,0.47619047619047616,3.1331845238095237
LT13,2024-09-30,70,3.276923076923077,0.5573770491803279,2.719546027742749
LT13,2024-09-30,80,2.867647058823529,0.6,2.267647058823529
LT13,2024-09-30,90,2.4714285714285715,0.5873015873015873,1.884126984126984
LT23,2024-09-30,10,5.134615384615384,0.7999999999999999,4.334615384615384
LT23,2024-09-30,20,4.732142857142857,0.7096774193548387,4.022465437788018
LT23,2024-09-30,30,4.377049180327869,0.5853658536585366,3.791683326669332
LT23,2024-09-30,40,4.046153846153846,0.5625000000000001,3.483653846153846
LT23,2024-09-30,50,3.815384615384615,0.5283018867924528,3.2870827285921624
LT23,2024-09-30,60,3.5303030303030303,0.5087719298245614,3.0215311004784686
LT23,2024-09-30,70,3.1884057971014497,0.6071428571428571,2.5812629399585925
LT23,2024-09-30,80,2.875,0.6440677966101696,2.2309322033898304
LT23,2024-09-30,90,2.5,0.6290322580645161,1.870967741935484
LT63,2024-09-20,10,5.983050847457627,0.7083333333333334,5.274717514124294
LT63,2024-09-20,20,5.516129032258064,0.5952380952380952,4.920890937019969
LT63,2024-09-20,30,4.823529411764706,0.5555555555555555,4.26797385620915
LT63,2024-09-20,40,4.705882352941177,0.6545454545454544,4.051336898395722
LT63,2024-09-20,50,4.338028169014085,0.7818181818181817,3.556209987195903
LT63,2024-09-20,60,4.042253521126761,0.7894736842105264,3.2527798369162344
LT63,2024-09-20,70,3.768115942028986,0.7627118644067797,3.005404077622206
LT63,2024-09-20,80,3.4776119402985075,0.7966101694915254,2.681001770806982
LT63,2024-09-20,90,2.942857142857143,0.7796610169491526,2.1631961259079904
LT41,2024-09-30,10,3.7118644067796613,0.19999999999999998,3.511864406779661
LT41,2024-09-30,20,4.463768115942029,0.40816326530612246,4.055604850635907
LT41,2024-09-30,30,4.557142857142857,0.6153846153846154,3.9417582417582415
LT41,2024-09-30,40,4.323943661971831,1.1153846153846152,3.208559046587216
LT41,2024-09-30,50,4.305555555555556,1.4150943396226414,2.890461215932915
LT41,2024-09-30,60,4.0410958904109595,1.5357142857142856,2.505381604696674
LT41,2024-09-30,70,3.688311688311688,1.6034482758620692,2.084863412449619
LT41,2024-09-30,80,3.423076923076923,1.540983606557377,1.882093316519546
LT41,2024-09-30,90,2.925925925925926,1.34375,1.582175925925926
LT43,2024-09-30,10,7.507692307692308,1.074074074074074,6.433618233618233
LT43,2024-09-30,20,5.9692307692307685,1.4545454545454544,4.514685314685314
LT43,2024-09-30,30,4.924242424242424,1.1282051282051282,3.7960372960372957
LT43,2024-09-30,40,4.130434782608696,0.82,3.3104347826086964
LT43,2024-09-30,50,3.757142857142857,0.7454545454545454,3.011688311688312
LT43,2024-09-30,60,3.380281690140845,0.7457627118644068,2.6345189782764384
LT43,2024-09-30,70,3.0821917808219177,0.8135593220338984,2.2686324587880193
LT43,2024-09-30,80,2.813333333333333,0.7903225806451613,2.0230107526881715
LT43,2024-09-30,90,2.4050632911392404,0.7343749999999999,1.6706882911392404
LT22,2024-09-30,10,6.705882352941176,5,1.7058823529411757
LT22,2024-09-30,20,5.508196721311475,4.605263157894737,0.9029335634167381
LT22,2024-09-30,30,4.559322033898305,3.7249999999999996,0.8343220338983057
LT22,2024-09-30,40,3.7536231884057973,3.325,0.42862318840579716
LT22,2024-09-30,50,3.3333333333333335,2.6744186046511627,0.6589147286821708
LT22,2024-09-30,60,3.2777777777777777,2.2666666666666666,1.011111111111111
LT22,2024-09-30,70,3.0945945945945947,1.8235294117647058,1.271065182829889
LT22,2024-09-30,80,3.041095890410959,1.5357142857142856,1.5053816046966735
LT22,2024-09-30,90,2.644736842105263,1.3,1.3447368421052628
LT11,2024-09-30,10,9.999999999999998,0.6756756756756757,9.324324324324323
LT11,2024-09-30,20,7.1692307692307695,0.6,6.56923076923077
LT11,2024-09-30,30,5.384615384615384,0.6938775510204083,4.690737833594976
LT11,2024-09-30,40,4.376811594202899,0.7843137254901961,3.5924978687127034
LT11,2024-09-30,50,4.057142857142857,0.7758620689655173,3.2812807881773396
LT11,2024-09-30,60,3.6,0.819672131147541,2.780327868852459
LT11,2024-09-30,70,3.3116883116883113,0.8615384615384616,2.4501498501498498
LT11,2024-09-30,80,3.102564102564102,0.8769230769230768,2.2256410256410253
LT11,2024-09-30,90,2.7468354430379747,0.8059701492537313,1.9408652937842432
LT32,2024-09-30,10,3.0333333333333337,5.146341463414634,0
LT32,2024-09-30,20,4.415094339622641,5.5576923076923075,0
LT32,2024-09-30,30,3.5714285714285716,4.979166666666667,0
LT32,2024-09-30,40,3.2388059701492535,4.081632653061225,0
LT32,2024-09-30,50,3.1142857142857148,3.056603773584906,0.0576819407008089
LT32,2024-09-30,60,2.717948717948718,2.4545454545454546,0.2634032634032635
LT32,2024-09-30,70,2.5696202531645564,1.966101694915254,0.6035185582493023
LT32,2024-09-30,80,2.4625,1.578125,0.8843749999999999
LT32,2024-09-30,90,2.2624999999999997,1.338235294117647,0.9242647058823528
LT61,2024-09-20,10,6.72,0.3548387096774194,6.365161290322581
LT61,2024-09-20,20,6.046153846153846,0.39999999999999997,5.646153846153846
LT61,2024-09-20,30,5.449275362318841,0.5217391304347826,4.9275362318840585
LT61,2024-09-20,40,4.876712328767123,0.6153846153846154,4.261327713382508
LT61,2024-09-20,50,4.2025316455696196,0.6909090909090908,3.5116225546605286
LT61,2024-09-20,60,3.848101265822785,0.6833333333333333,3.1647679324894513
LT61,2024-09-20,70,3.5256410256410255,0.6825396825396826,2.8431013431013428
LT61,2024-09-20,80,3.2763157894736845,0.7460317460317459,2.5302840434419385
LT61,2024-09-20,90,2.818181818181818,0.7142857142857143,2.1038961038961035
LT24,2024-09-30,10,6.163265306122449,0.65,5.513265306122449
LT24,2024-09-30,20,5.983606557377049,0.6666666666666666,5.316939890710382
LT24,2024-09-30,30,5.444444444444445,0.627906976744186,4.816537467700258
LT24,2024-09-30,40,4.805555555555555,0.6,4.205555555555556
LT24,2024-09-30,50,4.671428571428572,0.7254901960784313,3.9459383753501402
LT24,2024-09-30,60,4.231884057971015,0.7962962962962963,3.4355877616747184
LT24,2024-09-30,70,3.8309859154929584,0.7586206896551725,3.072365225837786
LT24,2024-09-30,80,3.4109589041095894,0.7704918032786885,2.640467100830901
LT24,2024-09-30,90,2.986301369863014,0.7460317460317459,2.240269623831268
LT54,2024-09-30,10,2.759259259259259,0.625,2.134259259259259
LT54,2024-09-30,20,4.224137931034483,1.75,2.474137931034483
LT54,2024-09-30,30,4.712121212121212,1.7708333333333333,2.941287878787879
LT54,2024-09-30,40,4.51470588235294,1.607142857142857,2.9075630252100835
LT54,2024-09-30,50,4.38235294117647,1.4745762711864407,2.9077766699900294
LT54,2024-09-30,60,4.069444444444445,1.4666666666666668,2.602777777777778
LT54,2024-09-30,70,3.7763157894736845,1.403225806451613,2.3730899830220715
LT54,2024-09-30,80,3.571428571428571,1.34375,2.227678571428571
LT54,2024-09-30,90,3.1772151898734173,1.265625,1.9115901898734173
LT34,2024-10-11,10,7.4603174603174605,1.3181818181818181,6.142135642135642
LT34,2024-10-11,20,5.295081967213115,1.1304347826086956,4.164647184604419
LT34,2024-10-11,30,4.338461538461538,0.92,3.418461538461538
LT34,2024-10-11,40,3.954545454545454,0.9444444444444444,3.0101010101010095
