"ID","date","endVZA","filename","Le","L","LX","LXG1","LXG2","DIFN","MTA_ell"
"LT24","20240930",10,"LT24_20240930.jpg",3.02,7.67,0.39,0.49,0.34,23.392,10
"LT24","20240930",20,"LT24_20240930.jpg",3.66,5.86,0.62,0.61,0.47,15.777,61
"LT24","20240930",30,"LT24_20240930.jpg",3.94,4.85,0.81,0.72,0.61,12.682,71
"LT24","20240930",40,"LT24_20240930.jpg",3.47,4.08,0.85,0.72,0.6,14.456,32
"LT24","20240930",50,"LT24_20240930.jpg",3.28,3.88,0.85,0.69,0.58,14.034,39
"LT24","20240930",60,"LT24_20240930.jpg",2.93,3.42,0.86,0.69,0.57,14.489,10
"LT24","20240930",70,"LT24_20240930.jpg",2.72,3.16,0.86,0.71,0.6,13.577,25
"LT24","20240930",80,"LT24_20240930.jpg",2.5,2.85,0.88,0.73,0.63,12.814,30
"LT24","20240930",90,"LT24_20240930.jpg",2.18,2.53,0.86,0.73,0.62,12.37,18
"LT33","20240930",10,"LT33_20240930.jpg",4.06,6.76,0.6,0.56,0.4,13.631,10
"LT33","20240930",20,"LT33_20240930.jpg",3.47,4.25,0.82,0.64,0.51,17.228,10
"LT33","20240930",30,"LT33_20240930.jpg",2.99,3.39,0.88,0.71,0.59,20.795,10
"LT33","20240930",40,"LT33_20240930.jpg",2.78,3.02,0.92,0.76,0.66,21.058,10
"LT33","20240930",50,"LT33_20240930.jpg",2.62,2.83,0.93,0.76,0.66,20.633,10
"LT33","20240930",60,"LT33_20240930.jpg",2.44,2.6,0.94,0.77,0.68,20.038,10
"LT33","20240930",70,"LT33_20240930.jpg",2.35,2.49,0.94,0.81,0.74,18.303,36
"LT33","20240930",80,"LT33_20240930.jpg",2.27,2.37,0.96,0.83,0.75,16.783,43
"LT33","20240930",90,"LT33_20240930.jpg",2.05,2.15,0.95,0.84,0.77,16.254,33
"LT32","20240930",10,"LT32_20240930.jpg",0.9,1.27,0.71,0.3,0.16,64.825,86
"LT32","20240930",20,"LT32_20240930.jpg",2.34,3,0.78,0.53,0.39,34.085,86
"LT32","20240930",30,"LT32_20240930.jpg",2.25,2.59,0.87,0.63,0.5,32.518,82
"LT32","20240930",40,"LT32_20240930.jpg",2.17,2.46,0.88,0.67,0.54,30.912,72
"LT32","20240930",50,"LT32_20240930.jpg",2.18,2.39,0.91,0.7,0.58,27.745,68
"LT32","20240930",60,"LT32_20240930.jpg",2.12,2.26,0.94,0.78,0.68,25.776,59
"LT32","20240930",70,"LT32_20240930.jpg",2.04,2.14,0.95,0.79,0.7,23.63,56
"LT32","20240930",80,"LT32_20240930.jpg",1.98,2.09,0.95,0.8,0.72,21.707,53
"LT32","20240930",90,"LT32_20240930.jpg",1.81,1.97,0.92,0.8,0.71,21.036,40
"LT34","20240930",10,"LT34_20240930.jpg",6.28,9.88,0.64,0.67,0.54,7.14,10
"LT34","20240930",20,"LT34_20240930.jpg",3.93,5.31,0.74,0.65,0.52,15.945,10
"LT34","20240930",30,"LT34_20240930.jpg",3.43,4.34,0.79,0.66,0.53,17.449,10
"LT34","20240930",40,"LT34_20240930.jpg",3.05,3.71,0.82,0.67,0.54,18.71,10
"LT34","20240930",50,"LT34_20240930.jpg",2.83,3.37,0.84,0.7,0.58,18.323,10
"LT34","20240930",60,"LT34_20240930.jpg",2.73,3.12,0.88,0.73,0.62,16.81,21
"LT34","20240930",70,"LT34_20240930.jpg",2.62,3.02,0.87,0.72,0.61,15.244,40
"LT34","20240930",80,"LT34_20240930.jpg",2.45,2.84,0.86,0.73,0.62,14.186,40
"LT34","20240930",90,"LT34_20240930.jpg",2.18,2.55,0.85,0.74,0.63,13.696,26
"LT31","20240930",10,"LT31_20240930.jpg",4.84,6.4,0.76,0.7,0.58,9.713,77
"LT31","20240930",20,"LT31_20240930.jpg",2.81,3.5,0.8,0.63,0.5,26.274,10
"LT31","20240930",30,"LT31_20240930.jpg",2.64,3.14,0.84,0.66,0.53,25.423,10
"LT31","20240930",40,"LT31_20240930.jpg",2.85,3.2,0.89,0.74,0.63,21.136,27
"LT31","20240930",50,"LT31_20240930.jpg",2.78,3.07,0.91,0.75,0.64,19.532,35
"LT31","20240930",60,"LT31_20240930.jpg",2.85,3.09,0.92,0.78,0.69,16.768,56
"LT31","20240930",70,"LT31_20240930.jpg",2.8,2.99,0.94,0.81,0.73,14.77,57
"LT31","20240930",80,"LT31_20240930.jpg",2.63,2.9,0.91,0.77,0.68,13.736,49
"LT31","20240930",90,"LT31_20240930.jpg",2.32,2.65,0.88,0.78,0.69,13.261,26
"LT43","20240930",10,"LT43_20240930.jpg",4.9,7.14,0.69,0.65,0.52,9.066,10
"LT43","20240930",20,"LT43_20240930.jpg",3.9,4.84,0.81,0.65,0.52,13.782,10
"LT43","20240930",30,"LT43_20240930.jpg",3.26,3.85,0.85,0.66,0.53,18.186,10
"LT43","20240930",40,"LT43_20240930.jpg",2.85,3.27,0.87,0.69,0.57,20.524,10
"LT43","20240930",50,"LT43_20240930.jpg",2.63,2.96,0.89,0.7,0.58,20.756,10
"LT43","20240930",60,"LT43_20240930.jpg",2.41,2.69,0.9,0.71,0.59,20.511,10
"LT43","20240930",70,"LT43_20240930.jpg",2.26,2.48,0.91,0.73,0.63,19.219,18
"LT43","20240930",80,"LT43_20240930.jpg",2.12,2.3,0.92,0.75,0.65,17.865,30
"LT43","20240930",90,"LT43_20240930.jpg",1.9,2.04,0.93,0.79,0.7,17.273,24
"LT42","20240930",10,"LT42_20240930.jpg",2.72,5.79,0.47,0.49,0.33,26.533,84
"LT42","20240930",20,"LT42_20240930.jpg",2.12,3.27,0.65,0.49,0.33,34.104,10
"LT42","20240930",30,"LT42_20240930.jpg",1.9,2.35,0.81,0.58,0.42,36.441,10
"LT42","20240930",40,"LT42_20240930.jpg",2.04,2.34,0.87,0.66,0.53,32.206,48
"LT42","20240930",50,"LT42_20240930.jpg",2.09,2.3,0.91,0.71,0.6,28.963,57
"LT42","20240930",60,"LT42_20240930.jpg",2.01,2.19,0.92,0.72,0.6,27.123,52
"LT42","20240930",70,"LT42_20240930.jpg",1.96,2.13,0.92,0.73,0.62,24.908,52
"LT42","20240930",80,"LT42_20240930.jpg",1.88,2.05,0.92,0.74,0.64,23.008,49
"LT42","20240930",90,"LT42_20240930.jpg",1.7,1.85,0.92,0.76,0.67,22.256,36
"LT44","20240930",10,"LT44_20240930.jpg",2.68,3.31,0.81,0.62,0.49,26.751,73
"LT44","20240930",20,"LT44_20240930.jpg",2.61,2.98,0.88,0.67,0.54,26.167,70
"LT44","20240930",30,"LT44_20240930.jpg",2.51,2.79,0.9,0.7,0.58,26.175,46
"LT44","20240930",40,"LT44_20240930.jpg",2.63,2.9,0.91,0.71,0.6,23.096,63
"LT44","20240930",50,"LT44_20240930.jpg",2.68,2.87,0.93,0.76,0.66,20.359,62
"LT44","20240930",60,"LT44_20240930.jpg",2.56,2.78,0.92,0.75,0.65,18.967,53
"LT44","20240930",70,"LT44_20240930.jpg",2.48,2.68,0.93,0.77,0.67,17.13,51
"LT44","20240930",80,"LT44_20240930.jpg",2.4,2.59,0.93,0.79,0.69,15.748,50
"LT44","20240930",90,"LT44_20240930.jpg",2.16,2.34,0.92,0.79,0.7,15.12,35
"LT41","20240930",10,"LT41_20240930.jpg",2.2,2.85,0.77,0.59,0.44,33.581,10
"LT41","20240930",20,"LT41_20240930.jpg",3.08,3.89,0.79,0.69,0.57,21.618,81
"LT41","20240930",30,"LT41_20240930.jpg",3.2,3.73,0.86,0.7,0.58,18.739,76
"LT41","20240930",40,"LT41_20240930.jpg",3.08,3.57,0.86,0.71,0.59,17.868,66
"LT41","20240930",50,"LT41_20240930.jpg",3.1,3.57,0.87,0.72,0.6,15.823,63
"LT41","20240930",60,"LT41_20240930.jpg",2.96,3.33,0.89,0.73,0.62,14.731,56
"LT41","20240930",70,"LT41_20240930.jpg",2.84,3.16,0.9,0.77,0.68,13.232,51
"LT41","20240930",80,"LT41_20240930.jpg",2.67,2.9,0.92,0.78,0.69,12.166,44
"LT41","20240930",90,"LT41_20240930.jpg",2.37,2.53,0.94,0.81,0.73,11.828,28
"LT53","20240930",10,"LT53_20240930.jpg",2.81,9.36,0.3,0.4,0.24,24.455,10
"LT53","20240930",20,"LT53_20240930.jpg",2.71,4.57,0.59,0.55,0.39,24.874,10
"LT53","20240930",30,"LT53_20240930.jpg",2.93,3.93,0.75,0.63,0.5,21.165,67
"LT53","20240930",40,"LT53_20240930.jpg",2.89,3.47,0.83,0.7,0.58,19.858,60
"LT53","20240930",50,"LT53_20240930.jpg",2.7,3.11,0.87,0.75,0.64,19.638,45
"LT53","20240930",60,"LT53_20240930.jpg",2.56,2.84,0.9,0.8,0.71,18.581,44
"LT53","20240930",70,"LT53_20240930.jpg",2.43,2.64,0.92,0.81,0.73,17.108,43
"LT53","20240930",80,"LT53_20240930.jpg",2.3,2.44,0.94,0.84,0.77,15.863,43
"LT53","20240930",90,"LT53_20240930.jpg",2.07,2.2,0.94,0.84,0.76,15.333,30
"LT52","20240930",10,"LT52_20240930.jpg",1.22,1.6,0.76,0.46,0.3,54.368,80
"LT52","20240930",20,"LT52_20240930.jpg",1.7,1.89,0.9,0.63,0.5,42.128,82
"LT52","20240930",30,"LT52_20240930.jpg",1.8,1.91,0.94,0.72,0.61,38.441,75
"LT52","20240930",40,"LT52_20240930.jpg",1.82,1.96,0.93,0.7,0.59,36.011,69
"LT52","20240930",50,"LT52_20240930.jpg",1.88,2,0.94,0.74,0.64,32.651,68
"LT52","20240930",60,"LT52_20240930.jpg",1.95,2.06,0.95,0.77,0.67,28.883,66
"LT52","20240930",70,"LT52_20240930.jpg",1.95,2.04,0.96,0.79,0.7,25.994,62
"LT52","20240930",80,"LT52_20240930.jpg",1.89,1.97,0.96,0.82,0.74,24.045,58
"LT52","20240930",90,"LT52_20240930.jpg",1.71,1.78,0.96,0.82,0.74,23.218,38
"LT54","20240930",10,"LT54_20240930.jpg",1.49,1.91,0.78,0.54,0.39,48.209,86
"LT54","20240930",20,"LT54_20240930.jpg",2.46,3.32,0.74,0.58,0.44,30.223,86
"LT54","20240930",30,"LT54_20240930.jpg",3.11,3.69,0.84,0.66,0.54,21.11,84
"LT54","20240930",40,"LT54_20240930.jpg",3.08,3.56,0.87,0.68,0.55,18.969,77
"LT54","20240930",50,"LT54_20240930.jpg",2.98,3.45,0.86,0.68,0.56,17.455,67
"LT54","20240930",60,"LT54_20240930.jpg",2.94,3.35,0.88,0.72,0.61,15.495,63
"LT54","20240930",70,"LT54_20240930.jpg",2.87,3.19,0.9,0.76,0.65,13.757,58
"LT54","20240930",80,"LT54_20240930.jpg",2.76,3.07,0.9,0.77,0.67,12.589,52
"LT54","20240930",90,"LT54_20240930.jpg",2.51,2.78,0.9,0.79,0.7,12.159,39
"LT51","20240930",10,"LT51_20240930.jpg",2.55,3.73,0.68,0.55,0.4,27.995,10
"LT51","20240930",20,"LT51_20240930.jpg",2.65,3.21,0.83,0.63,0.5,26.009,76
"LT51","20240930",30,"LT51_20240930.jpg",2.56,2.93,0.87,0.66,0.53,25.734,60
"LT51","20240930",40,"LT51_20240930.jpg",2.43,2.76,0.88,0.66,0.54,25.629,42
"LT51","20240930",50,"LT51_20240930.jpg",2.39,2.65,0.9,0.69,0.57,23.728,50
"LT51","20240930",60,"LT51_20240930.jpg",2.41,2.59,0.93,0.75,0.64,21.12,56
"LT51","20240930",70,"LT51_20240930.jpg",2.45,2.75,0.89,0.72,0.6,18.738,60
"LT51","20240930",80,"LT51_20240930.jpg",2.3,2.49,0.92,0.77,0.67,17.197,51
"LT51","20240930",90,"LT51_20240930.jpg",2.1,2.34,0.9,0.76,0.66,16.789,34
"LT63","20240930",10,"LT63_20240930.jpg",2.73,3.64,0.75,0.58,0.43,25.368,79
"LT63","20240930",20,"LT63_20240930.jpg",3.12,3.83,0.81,0.67,0.53,20.317,77
"LT63","20240930",30,"LT63_20240930.jpg",2.86,3.4,0.84,0.69,0.57,21.927,10
"LT63","20240930",40,"LT63_20240930.jpg",2.84,3.28,0.87,0.7,0.58,20.302,52
"LT63","20240930",50,"LT63_20240930.jpg",2.84,3.19,0.89,0.73,0.62,18.298,57
"LT63","20240930",60,"LT63_20240930.jpg",2.69,3.03,0.89,0.72,0.61,17.143,47
"LT63","20240930",70,"LT63_20240930.jpg",2.48,2.86,0.87,0.71,0.59,16.421,39
"LT63","20240930",80,"LT63_20240930.jpg",2.3,2.71,0.85,0.69,0.57,15.246,35
"LT63","20240930",90,"LT63_20240930.jpg",2.08,2.44,0.85,0.71,0.59,14.752,27
"LT62","20240930",10,"LT62_20240930.jpg",4.74,8.77,0.54,0.56,0.42,15.329,10
"LT62","20240930",20,"LT62_20240930.jpg",2.9,4.98,0.58,0.47,0.31,25.174,10
"LT62","20240930",30,"LT62_20240930.jpg",3.14,4.5,0.7,0.57,0.42,20.093,10
"LT62","20240930",40,"LT62_20240930.jpg",3.32,4.04,0.82,0.7,0.59,16.569,62
"LT62","20240930",50,"LT62_20240930.jpg",3.26,3.77,0.86,0.76,0.67,14.814,59
"LT62","20240930",60,"LT62_20240930.jpg",3.1,3.44,0.9,0.8,0.73,13.723,53
"LT62","20240930",70,"LT62_20240930.jpg",2.93,3.2,0.92,0.8,0.72,12.461,47
"LT62","20240930",80,"LT62_20240930.jpg",2.74,3.03,0.9,0.8,0.72,11.467,43
"LT62","20240930",90,"LT62_20240930.jpg",2.45,2.78,0.88,0.8,0.72,11.066,29
"LT61","20240930",10,"LT61_20240930.jpg",3.3,6.64,0.5,0.49,0.34,20.355,10
"LT61","20240930",20,"LT61_20240930.jpg",3.27,4.88,0.67,0.6,0.45,18.845,35
"LT61","20240930",30,"LT61_20240930.jpg",3.24,4.34,0.75,0.64,0.5,17.721,58
"LT61","20240930",40,"LT61_20240930.jpg",3.19,3.98,0.8,0.67,0.54,16.614,55
"LT61","20240930",50,"LT61_20240930.jpg",3.16,3.67,0.86,0.72,0.61,15.019,56
"LT61","20240930",60,"LT61_20240930.jpg",3.12,3.49,0.89,0.76,0.66,13.3,56
"LT61","20240930",70,"LT61_20240930.jpg",3.02,3.34,0.9,0.78,0.69,11.945,53
"LT61","20240930",80,"LT61_20240930.jpg",2.86,3.22,0.89,0.78,0.68,10.981,47
"LT61","20240930",90,"LT61_20240930.jpg",2.57,2.87,0.9,0.79,0.7,10.618,32
"LT64","20240930",10,"LT64_20240930.jpg",1.57,3.33,0.47,0.36,0.21,48.021,86
"LT64","20240930",20,"LT64_20240930.jpg",2.78,4.37,0.64,0.56,0.41,26.73,86
"LT64","20240930",30,"LT64_20240930.jpg",2.93,4.07,0.72,0.63,0.5,22.291,82
"LT64","20240930",40,"LT64_20240930.jpg",2.83,3.45,0.82,0.7,0.58,20.94,72
"LT64","20240930",50,"LT64_20240930.jpg",2.73,3.27,0.83,0.69,0.57,19.712,62
"LT64","20240930",60,"LT64_20240930.jpg",2.76,3.18,0.87,0.72,0.61,17.254,62
"LT64","20240930",70,"LT64_20240930.jpg",2.76,3.19,0.87,0.73,0.62,15.166,60
"LT64","20240930",80,"LT64_20240930.jpg",2.6,3.02,0.86,0.73,0.63,13.987,52
"LT64","20240930",90,"LT64_20240930.jpg",2.28,2.78,0.82,0.72,0.6,13.611,27
"LT13","20241011",10,"LT13_20241011.jpg",2.6,3.66,0.71,0.52,0.37,27.865,10
"LT13","20241011",20,"LT13_20241011.jpg",2.1,2.68,0.78,0.51,0.36,34.395,10
"LT13","20241011",30,"LT13_20241011.jpg",2.03,2.42,0.84,0.6,0.46,33.899,10
"LT13","20241011",40,"LT13_20241011.jpg",2.18,2.48,0.88,0.66,0.54,29.714,56
"LT13","20241011",50,"LT13_20241011.jpg",2.19,2.44,0.9,0.68,0.56,27.193,58
"LT13","20241011",60,"LT13_20241011.jpg",2.11,2.36,0.89,0.69,0.57,25.356,55
"LT13","20241011",70,"LT13_20241011.jpg",2.01,2.21,0.91,0.71,0.6,23.599,49
"LT13","20241011",80,"LT13_20241011.jpg",1.89,2.08,0.91,0.72,0.61,22.064,43
"LT13","20241011",90,"LT13_20241011.jpg",1.7,1.93,0.88,0.73,0.63,21.345,31
"LT12","20241011",10,"LT12_20241011.jpg",1.87,4,0.47,0.43,0.27,39.419,10
"LT12","20241011",20,"LT12_20241011.jpg",1.95,3.57,0.55,0.4,0.24,36.754,60
"LT12","20241011",30,"LT12_20241011.jpg",1.78,2.67,0.67,0.48,0.32,38.704,39
"LT12","20241011",40,"LT12_20241011.jpg",1.75,2.19,0.8,0.58,0.44,37.298,46
"LT12","20241011",50,"LT12_20241011.jpg",1.82,2.14,0.85,0.64,0.51,33.708,59
"LT12","20241011",60,"LT12_20241011.jpg",1.81,2.06,0.88,0.69,0.58,30.951,59
"LT12","20241011",70,"LT12_20241011.jpg",1.81,2.07,0.87,0.7,0.59,28.111,58
"LT12","20241011",80,"LT12_20241011.jpg",1.76,2.02,0.87,0.74,0.64,25.935,54
"LT12","20241011",90,"LT12_20241011.jpg",1.59,1.81,0.88,0.73,0.62,25.055,37
"LT14","20241011",10,"LT14_20241011.jpg",2.8,4.92,0.57,0.52,0.37,24.69,83
"LT14","20241011",20,"LT14_20241011.jpg",2.63,3.88,0.68,0.56,0.42,26.693,10
"LT14","20241011",30,"LT14_20241011.jpg",2.47,3.26,0.76,0.58,0.44,27.098,10
"LT14","20241011",40,"LT14_20241011.jpg",2.49,3.1,0.8,0.63,0.5,24.882,49
"LT14","20241011",50,"LT14_20241011.jpg",2.46,2.84,0.87,0.68,0.55,22.813,54
"LT14","20241011",60,"LT14_20241011.jpg",2.32,2.68,0.87,0.68,0.56,21.884,43
"LT14","20241011",70,"LT14_20241011.jpg",2.24,2.55,0.88,0.7,0.59,19.93,45
"LT14","20241011",80,"LT14_20241011.jpg",2.2,2.48,0.89,0.73,0.62,18.134,48
"LT14","20241011",90,"LT14_20241011.jpg",2,2.3,0.87,0.74,0.63,17.633,38
"LT11","20241011",10,"LT11_20241011.jpg",6.57,9.63,0.68,0.7,0.58,4.866,86
"LT11","20241011",20,"LT11_20241011.jpg",4.67,6.24,0.75,0.7,0.58,10.976,10
"LT11","20241011",30,"LT11_20241011.jpg",3.6,4.49,0.8,0.7,0.58,16.373,10
"LT11","20241011",40,"LT11_20241011.jpg",3.08,3.63,0.85,0.71,0.59,18.816,10
"LT11","20241011",50,"LT11_20241011.jpg",2.86,3.31,0.86,0.7,0.58,18.474,10
"LT11","20241011",60,"LT11_20241011.jpg",2.71,3.09,0.88,0.73,0.61,17.273,10
"LT11","20241011",70,"LT11_20241011.jpg",2.59,2.9,0.89,0.75,0.64,15.781,23
"LT11","20241011",80,"LT11_20241011.jpg",2.46,2.73,0.9,0.76,0.65,14.512,36
"LT11","20241011",90,"LT11_20241011.jpg",2.21,2.51,0.88,0.78,0.68,14.081,28
"LT23","20241011",10,"LT23_20241011.jpg",2.53,3.28,0.77,0.56,0.41,30.044,10
"LT23","20241011",20,"LT23_20241011.jpg",2.59,3.23,0.8,0.59,0.45,27.338,10
"LT23","20241011",30,"LT23_20241011.jpg",2.59,3.09,0.84,0.63,0.49,25.644,36
"LT23","20241011",40,"LT23_20241011.jpg",2.48,2.84,0.87,0.67,0.55,24.903,49
"LT23","20241011",50,"LT23_20241011.jpg",2.33,2.62,0.89,0.69,0.57,24.444,43
"LT23","20241011",60,"LT23_20241011.jpg",2.19,2.44,0.9,0.69,0.57,23.612,37
"LT23","20241011",70,"LT23_20241011.jpg",2.08,2.29,0.91,0.72,0.61,22.053,42
"LT23","20241011",80,"LT23_20241011.jpg",1.96,2.18,0.9,0.73,0.62,20.457,42
"LT23","20241011",90,"LT23_20241011.jpg",1.78,1.99,0.89,0.75,0.64,19.765,32
"LT22","20241011",10,"LT22_20241011.jpg",4.32,5.7,0.76,0.69,0.57,12.226,10
"LT22","20241011",20,"LT22_20241011.jpg",2.95,3.56,0.83,0.63,0.49,23.476,10
"LT22","20241011",30,"LT22_20241011.jpg",2.38,2.9,0.82,0.6,0.46,28.973,10
"LT22","20241011",40,"LT22_20241011.jpg",2.39,2.71,0.88,0.7,0.58,26.692,10
"LT22","20241011",50,"LT22_20241011.jpg",2.24,2.46,0.91,0.72,0.61,26.331,10
"LT22","20241011",60,"LT22_20241011.jpg",2.15,2.36,0.91,0.71,0.6,24.454,28
"LT22","20241011",70,"LT22_20241011.jpg",2.13,2.31,0.92,0.76,0.66,22.143,46
"LT22","20241011",80,"LT22_20241011.jpg",2.07,2.27,0.91,0.75,0.65,20.275,48
"LT22","20241011",90,"LT22_20241011.jpg",1.9,2.08,0.91,0.77,0.68,19.684,39
"LT24","20241011",10,"LT24_20241011.jpg",2.32,4.61,0.5,0.47,0.33,31.595,10
"LT24","20241011",20,"LT24_20241011.jpg",2.72,3.78,0.72,0.58,0.45,25.02,70
"LT24","20241011",30,"LT24_20241011.jpg",2.77,3.24,0.85,0.68,0.57,22.819,64
"LT24","20241011",40,"LT24_20241011.jpg",2.58,2.85,0.91,0.72,0.61,23.432,45
"LT24","20241011",50,"LT24_20241011.jpg",2.53,2.77,0.91,0.74,0.63,21.787,53
"LT24","20241011",60,"LT24_20241011.jpg",2.4,2.57,0.93,0.77,0.68,20.657,45
"LT24","20241011",70,"LT24_20241011.jpg",2.3,2.48,0.93,0.78,0.68,18.886,44
"LT24","20241011",80,"LT24_20241011.jpg",2.16,2.33,0.93,0.79,0.7,17.652,41
"LT24","20241011",90,"LT24_20241011.jpg",1.93,2.16,0.89,0.77,0.68,17.02,28
"LT21","20241011",10,"LT21_20241011.jpg",5.78,7.02,0.82,0.75,0.64,5.685,10
"LT21","20241011",20,"LT21_20241011.jpg",3.73,4.29,0.87,0.73,0.61,17.679,10
"LT21","20241011",30,"LT21_20241011.jpg",3.28,3.68,0.89,0.73,0.62,18.491,10
"LT21","20241011",40,"LT21_20241011.jpg",3.01,3.32,0.91,0.74,0.62,19.031,10
"LT21","20241011",50,"LT21_20241011.jpg",2.9,3.18,0.91,0.74,0.63,17.847,10
"LT21","20241011",60,"LT21_20241011.jpg",2.7,2.93,0.92,0.76,0.66,17.141,10
"LT21","20241011",70,"LT21_20241011.jpg",2.52,2.75,0.92,0.75,0.64,16.069,23
"LT21","20241011",80,"LT21_20241011.jpg",2.38,2.63,0.9,0.76,0.65,14.804,35
"LT21","20241011",90,"LT21_20241011.jpg",2.15,2.44,0.88,0.76,0.66,14.364,31
"LT33","20241011",10,"LT33_20241011.jpg",3.86,5.19,0.74,0.59,0.45,16.427,10
"LT33","20241011",20,"LT33_20241011.jpg",2.92,3.4,0.86,0.66,0.53,23.474,10
"LT33","20241011",30,"LT33_20241011.jpg",2.54,2.83,0.9,0.71,0.59,26.517,10
"LT33","20241011",40,"LT33_20241011.jpg",2.43,2.6,0.93,0.77,0.67,25.663,10
"LT33","20241011",50,"LT33_20241011.jpg",2.34,2.47,0.95,0.79,0.7,24.483,10
"LT33","20241011",60,"LT33_20241011.jpg",2.23,2.34,0.95,0.8,0.71,23.135,24
"LT33","20241011",70,"LT33_20241011.jpg",2.17,2.26,0.96,0.83,0.75,21.138,44
"LT33","20241011",80,"LT33_20241011.jpg",2.1,2.2,0.95,0.83,0.75,19.362,47
"LT33","20241011",90,"LT33_20241011.jpg",1.92,2,0.96,0.84,0.77,18.787,37
"LT32","20241011",10,"LT32_20241011.jpg",1.06,1.53,0.69,0.36,0.21,60.201,86
"LT32","20241011",20,"LT32_20241011.jpg",2.59,3.33,0.78,0.57,0.43,30.489,86
"LT32","20241011",30,"LT32_20241011.jpg",2.57,2.99,0.86,0.66,0.53,27.345,83
"LT32","20241011",40,"LT32_20241011.jpg",2.5,2.78,0.9,0.69,0.58,25.698,73
"LT32","20241011",50,"LT32_20241011.jpg",2.39,2.65,0.9,0.71,0.6,24.293,63
"LT32","20241011",60,"LT32_20241011.jpg",2.26,2.37,0.95,0.78,0.69,23.176,52
"LT32","20241011",70,"LT32_20241011.jpg",2.11,2.23,0.95,0.78,0.69,21.717,46
"LT32","20241011",80,"LT32_20241011.jpg",2.02,2.12,0.95,0.81,0.72,20.077,47
"LT32","20241011",90,"LT32_20241011.jpg",1.84,1.96,0.94,0.8,0.72,19.421,36
"LT31","20241011",10,"LT31_20241011.jpg",5.2,6.7,0.78,0.71,0.6,7.447,10
"LT31","20241011",20,"LT31_20241011.jpg",3.35,4.12,0.81,0.65,0.52,20.054,10
"LT31","20241011",30,"LT31_20241011.jpg",3.09,3.58,0.86,0.69,0.57,20.138,10
"LT31","20241011",40,"LT31_20241011.jpg",3.16,3.44,0.92,0.77,0.68,17.521,10
"LT31","20241011",50,"LT31_20241011.jpg",3.03,3.26,0.93,0.78,0.69,16.583,10
"LT31","20241011",60,"LT31_20241011.jpg",3,3.22,0.93,0.79,0.71,14.652,46
"LT31","20241011",70,"LT31_20241011.jpg",2.88,3.04,0.95,0.83,0.75,13.134,48
"LT31","20241011",80,"LT31_20241011.jpg",2.68,2.88,0.93,0.79,0.71,12.239,42
"LT31","20241011",90,"LT31_20241011.jpg",2.36,2.63,0.9,0.79,0.7,11.805,23
"LT34","20241011",10,"LT34_20241011.jpg",4.72,8.32,0.57,0.63,0.49,11.784,10
"LT34","20241011",20,"LT34_20241011.jpg",3.24,4.37,0.74,0.61,0.47,20.612,10
"LT34","20241011",30,"LT34_20241011.jpg",2.83,3.49,0.81,0.65,0.51,23.104,10
"LT34","20241011",40,"LT34_20241011.jpg",2.61,3.12,0.84,0.66,0.53,23.417,10
"LT34","20241011",50,"LT34_20241011.jpg",2.49,2.93,0.85,0.69,0.57,22.355,10
"LT34","20241011",60,"LT34_20241011.jpg",2.41,2.73,0.88,0.72,0.6,20.691,35
"LT34","20241011",70,"LT34_20241011.jpg",2.35,2.65,0.89,0.73,0.62,18.603,46
"LT34","20241011",80,"LT34_20241011.jpg",2.27,2.57,0.88,0.75,0.64,17.212,47
"LT34","20241011",90,"LT34_20241011.jpg",2.03,2.29,0.89,0.75,0.65,16.568,32
"LT43","20241011",10,"LT43_20241011.jpg",3.15,4,0.79,0.61,0.48,20.949,10
"LT43","20241011",20,"LT43_20241011.jpg",2.97,3.33,0.89,0.7,0.58,21.723,10
"LT43","20241011",30,"LT43_20241011.jpg",2.54,2.81,0.9,0.7,0.58,26.067,10
"LT43","20241011",40,"LT43_20241011.jpg",2.37,2.61,0.91,0.72,0.6,26.419,10
"LT43","20241011",50,"LT43_20241011.jpg",2.33,2.51,0.93,0.75,0.65,24.643,25
"LT43","20241011",60,"LT43_20241011.jpg",2.25,2.41,0.93,0.77,0.67,22.918,40
"LT43","20241011",70,"LT43_20241011.jpg",2.16,2.31,0.94,0.78,0.68,21.026,43
"LT43","20241011",80,"LT43_20241011.jpg",2.09,2.23,0.94,0.79,0.7,19.329,45
"LT43","20241011",90,"LT43_20241011.jpg",1.92,2.03,0.95,0.82,0.74,18.698,37
"LT42","20241011",10,"LT42_20241011.jpg",2.03,4.02,0.5,0.41,0.25,37.549,10
"LT42","20241011",20,"LT42_20241011.jpg",1.64,2.35,0.7,0.47,0.31,43.584,10
"LT42","20241011",30,"LT42_20241011.jpg",1.53,1.86,0.82,0.56,0.4,44.461,10
"LT42","20241011",40,"LT42_20241011.jpg",1.7,1.91,0.89,0.66,0.53,39.054,59
"LT42","20241011",50,"LT42_20241011.jpg",1.84,1.98,0.93,0.73,0.62,34.16,67
"LT42","20241011",60,"LT42_20241011.jpg",1.86,1.96,0.95,0.76,0.66,30.867,65
"LT42","20241011",70,"LT42_20241011.jpg",1.85,1.94,0.95,0.8,0.71,27.941,62
"LT42","20241011",80,"LT42_20241011.jpg",1.83,1.92,0.95,0.81,0.73,25.58,58
"LT42","20241011",90,"LT42_20241011.jpg",1.7,1.77,0.96,0.84,0.77,24.789,46
